species_scientific,age_years,dbh_cm,height_m,source_for_growth
Tectona grandis,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,9,23.42,16.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,10,24.57,17.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,11,25.55,18.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,12,26.4,19.08,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,13,27.12,19.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,14,27.75,20.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,15,28.29,20.87,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,16,28.75,21.33,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,17,29.15,21.75,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,18,29.5,22.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,19,29.79,22.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,20,30.05,22.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,21,30.27,22.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,22,30.46,23.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,23,30.62,23.42,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,24,30.76,23.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,25,30.88,23.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,26,30.98,23.9,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,27,31.07,24.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,28,31.15,24.13,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,29,31.21,24.23,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Tamarindus indica,30,31.27,24.32,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,1,3.94,2.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,2,7.33,4.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,3,10.25,6.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,4,12.76,7.62,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,5,14.92,9.02,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,6,16.78,10.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,7,18.39,11.37,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,8,19.77,12.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,9,20.95,13.21,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,10,21.97,13.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,11,22.85,14.66,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,12,23.61,15.26,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,13,24.26,15.8,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,14,24.82,16.27,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,15,25.3,16.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,16,25.72,17.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,17,26.08,17.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,18,26.38,17.69,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,19,26.65,17.95,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,20,26.88,18.19,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,21,27.07,18.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,22,27.24,18.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,23,27.39,18.73,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,24,27.51,18.88,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,25,27.62,19.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,26,27.71,19.12,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,27,27.79,19.22,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,28,27.86,19.31,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,29,27.92,19.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Polyalthia longifolia,30,27.97,19.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,1,5.91,5.09,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,2,11.0,9.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,3,15.37,13.6,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,4,19.14,17.15,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,5,22.39,20.3,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,6,25.18,23.1,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,7,27.58,25.57,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,8,29.65,27.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,9,31.43,29.72,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,10,32.96,31.45,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,11,34.28,32.98,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,12,35.41,34.34,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,13,36.39,35.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,14,37.23,36.61,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,15,37.95,37.56,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,16,38.58,38.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,17,39.11,39.15,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,18,39.58,39.81,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,19,39.97,40.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,20,40.31,40.92,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,21,40.61,41.38,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,22,40.86,41.79,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,23,41.08,42.15,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,24,41.27,42.47,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,25,41.43,42.76,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,26,41.57,43.01,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,27,41.69,43.24,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,28,41.79,43.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,29,41.88,43.61,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Swietenia macrophylla,30,41.96,43.77,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,0,0.0,0.0,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,1,4.83,3.39,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,2,8.98,6.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,3,12.55,9.07,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,4,15.63,11.44,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,5,18.28,13.54,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,6,20.56,15.4,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,7,22.52,17.05,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,8,24.21,18.51,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,9,25.66,19.81,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,10,26.91,20.96,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
Dalbergia latifolia,11,27.99,21.99,Indicative growth curve; species maxima compiled from silviculture manuals/FSI; shape generic
